"yyyymmdd,Hr:Min:Sec,Temp"
"20160711,6:00:00,20.41"
"20160711,7:00:00,20.34"
"20160711,8:00:00,20.34"
"20160711,9:00:00,20.46"
"20160711,10:00:00,20.65"
"20160711,11:00:00,20.82"
"20160711,12:00:00,20.98"
"20160711,13:00:00,21.29"
"20160711,14:00:00,21.68"
"20160711,15:00:00,21.87"
"20160711,16:00:00,21.99"
"20160711,17:00:00,22.06"
"20160711,18:00:00,22.08"
"20160711,19:00:00,22.06"
"20160711,20:00:00,21.94"
"20160711,21:00:00,21.8"
"20160711,22:00:00,21.65"
"20160711,23:00:00,21.49"
"20160712,0:00:00,21.32"
"20160712,1:00:00,21.15"
"20160712,2:00:00,21.1"
"20160712,3:00:00,21.06"
"20160712,4:00:00,20.98"
"20160712,5:00:00,20.87"
"20160712,6:00:00,20.79"
"20160712,7:00:00,20.72"
"20160712,8:00:00,20.67"
"20160712,9:00:00,20.7"
"20160712,10:00:00,20.79"
"20160712,11:00:00,20.96"
"20160712,12:00:00,21.2"
"20160712,13:00:00,21.68"
"20160712,14:00:00,21.94"
"20160712,15:00:00,22.08"
"20160712,16:00:00,22.27"
"20160712,17:00:00,22.3"
"20160712,18:00:00,22.15"
"20160712,19:00:00,21.94"
"20160712,20:00:00,21.65"
"20160712,21:00:00,21.39"
"20160712,22:00:00,21.22"
"20160712,23:00:00,21.08"
"20160713,0:00:00,20.96"
"20160713,1:00:00,20.84"
"20160713,2:00:00,20.77"
"20160713,3:00:00,20.75"
"20160713,4:00:00,20.75"
"20160713,5:00:00,20.75"
"20160713,6:00:00,20.75"
"20160713,7:00:00,20.72"
"20160713,8:00:00,20.67"
"20160713,9:00:00,20.82"
"20160713,10:00:00,20.98"
"20160713,11:00:00,21.2"
"20160713,12:00:00,21.32"
"20160713,13:00:00,21.7"
"20160713,14:00:00,22.15"
"20160713,15:00:00,22.3"
"20160713,16:00:00,22.54"
"20160713,17:00:00,22.51"
"20160713,18:00:00,22.35"
"20160713,19:00:00,22.15"
"20160713,20:00:00,21.89"
"20160713,21:00:00,21.68"
"20160713,22:00:00,21.49"
"20160713,23:00:00,21.29"
"20160714,0:00:00,21.15"
"20160714,1:00:00,21.01"
"20160714,2:00:00,20.87"
"20160714,3:00:00,20.75"
"20160714,4:00:00,20.65"
"20160714,5:00:00,20.63"
"20160714,6:00:00,20.65"
"20160714,7:00:00,20.65"
"20160714,8:00:00,20.67"
"20160714,9:00:00,20.75"
"20160714,10:00:00,20.87"
"20160714,11:00:00,21.08"
"20160714,12:00:00,21.37"
"20160714,13:00:00,21.84"
"20160714,14:00:00,22.25"
"20160714,15:00:00,22.47"
"20160714,16:00:00,22.59"
"20160714,17:00:00,22.54"
"20160714,18:00:00,22.37"
"20160714,19:00:00,22.13"
"20160714,20:00:00,21.87"
"20160714,21:00:00,21.6"
"20160714,22:00:00,21.39"
"20160714,23:00:00,21.22"
"20160715,0:00:00,21.08"
"20160715,1:00:00,20.94"
"20160715,2:00:00,20.82"
"20160715,3:00:00,20.67"
"20160715,4:00:00,20.56"
"20160715,5:00:00,20.48"
"20160715,6:00:00,20.44"
"20160715,7:00:00,20.41"
"20160715,8:00:00,20.44"
"20160715,9:00:00,20.46"
"20160715,10:00:00,20.51"
"20160715,11:00:00,20.63"
"20160715,12:00:00,20.94"
"20160715,13:00:00,21.34"
"20160715,14:00:00,21.75"
"20160715,15:00:00,22.06"
"20160715,16:00:00,22.37"
"20160715,17:00:00,22.44"
"20160715,18:00:00,22.23"
"20160715,19:00:00,22.13"
"20160715,20:00:00,21.94"
"20160715,21:00:00,21.7"
"20160715,22:00:00,21.49"
"20160715,23:00:00,21.29"
"20160716,0:00:00,21.13"
"20160716,1:00:00,20.98"
"20160716,2:00:00,20.91"
"20160716,3:00:00,20.82"
"20160716,4:00:00,20.79"
"20160716,5:00:00,20.77"
"20160716,6:00:00,20.72"
"20160716,7:00:00,20.67"
"20160716,8:00:00,20.67"
"20160716,9:00:00,20.72"
"20160716,10:00:00,20.82"
"20160716,11:00:00,20.98"
"20160716,12:00:00,21.32"
"20160716,13:00:00,21.89"
"20160716,14:00:00,22.27"
"20160716,15:00:00,22.51"
"20160716,16:00:00,22.63"
"20160716,17:00:00,22.59"
"20160716,18:00:00,22.32"
"20160716,19:00:00,22.01"
"20160716,20:00:00,21.68"
"20160716,21:00:00,21.41"
"20160716,22:00:00,21.2"
"20160716,23:00:00,21.01"
"20160717,0:00:00,20.87"
"20160717,1:00:00,20.75"
"20160717,2:00:00,20.63"
"20160717,3:00:00,20.53"
"20160717,4:00:00,20.46"
"20160717,5:00:00,20.39"
"20160717,6:00:00,20.34"
"20160717,7:00:00,20.37"
"20160717,8:00:00,20.37"
"20160717,9:00:00,20.39"
"20160717,10:00:00,20.48"
"20160717,11:00:00,20.6"
"20160717,12:00:00,20.82"
"20160717,13:00:00,21.22"
"20160717,14:00:00,21.6"
"20160717,15:00:00,21.92"
"20160717,16:00:00,22.18"
"20160717,17:00:00,22.27"
"20160717,18:00:00,22.18"
"20160717,19:00:00,21.92"
"20160717,20:00:00,21.63"
"20160717,21:00:00,21.34"
"20160717,22:00:00,21.1"
"20160717,23:00:00,20.89"
"20160718,0:00:00,20.72"
"20160718,1:00:00,20.6"
"20160718,2:00:00,20.51"
"20160718,3:00:00,20.44"
"20160718,4:00:00,20.84"
"20160718,5:00:00,21.08"
"20160718,6:00:00,21.06"
"20160718,7:00:00,21.01"
"20160718,8:00:00,20.98"
"20160718,9:00:00,21.03"
"20160718,10:00:00,21.13"
"20160718,11:00:00,21.32"
"20160718,12:00:00,21.56"
"20160718,13:00:00,22.01"
"20160718,14:00:00,22.2"
"20160718,15:00:00,22.35"
"20160718,16:00:00,22.47"
"20160718,17:00:00,22.42"
"20160718,18:00:00,22.27"
"20160718,19:00:00,22.08"
"20160718,20:00:00,21.89"
"20160718,21:00:00,21.75"
"20160718,22:00:00,21.58"
"20160718,23:00:00,21.44"
"20160719,0:00:00,21.32"
"20160719,1:00:00,21.22"
"20160719,2:00:00,21.13"
"20160719,3:00:00,21.03"
"20160719,4:00:00,20.94"
"20160719,5:00:00,20.87"
"20160719,6:00:00,20.79"
"20160719,7:00:00,20.7"
"20160719,8:00:00,20.7"
"20160719,9:00:00,20.79"
"20160719,10:00:00,20.94"
"20160719,11:00:00,21.15"
"20160719,12:00:00,21.51"
"20160719,13:00:00,21.87"
"20160719,14:00:00,22.27"
"20160719,15:00:00,22.51"
"20160719,16:00:00,22.71"
"20160719,17:00:00,22.66"
"20160719,18:00:00,22.44"
"20160719,19:00:00,22.18"
"20160719,20:00:00,21.92"
"20160719,21:00:00,21.7"
"20160719,22:00:00,21.56"
"20160719,23:00:00,21.44"
"20160720,0:00:00,21.29"
"20160720,1:00:00,21.18"
"20160720,2:00:00,21.08"
"20160720,3:00:00,20.98"
"20160720,4:00:00,20.94"
"20160720,5:00:00,20.87"
"20160720,6:00:00,20.82"
"20160720,7:00:00,20.75"
"20160720,8:00:00,20.77"
"20160720,9:00:00,20.94"
"20160720,10:00:00,21.13"
"20160720,11:00:00,21.34"
"20160720,12:00:00,21.51"
"20160720,13:00:00,21.96"
"20160720,14:00:00,22.54"
"20160720,15:00:00,22.75"
"20160720,16:00:00,22.85"
"20160720,17:00:00,22.75"
"20160720,18:00:00,22.59"
"20160720,19:00:00,22.35"
"20160720,20:00:00,22.37"
"20160720,21:00:00,22.42"
"20160720,22:00:00,22.32"
"20160720,23:00:00,22.18"
"20160721,0:00:00,22.03"
"20160721,1:00:00,21.92"
"20160721,2:00:00,21.82"
"20160721,3:00:00,21.7"
"20160721,4:00:00,21.63"
"20160721,5:00:00,21.53"
"20160721,6:00:00,21.41"
"20160721,7:00:00,21.29"
"20160721,8:00:00,21.32"
"20160721,9:00:00,21.41"
"20160721,10:00:00,21.63"
"20160721,11:00:00,21.89"
"20160721,12:00:00,22.18"
"20160721,13:00:00,22.68"
"20160721,14:00:00,23.14"
"20160721,15:00:00,23.28"
"20160721,16:00:00,23.52"
"20160721,17:00:00,23.45"
"20160721,18:00:00,23.23"
"20160721,19:00:00,22.94"
"20160721,20:00:00,22.61"
"20160721,21:00:00,22.42"
"20160721,22:00:00,22.3"
"20160721,23:00:00,22.15"
"20160722,0:00:00,22.01"
"20160722,1:00:00,21.87"
"20160722,2:00:00,21.7"
"20160722,3:00:00,21.6"
"20160722,4:00:00,21.49"
"20160722,5:00:00,21.39"
"20160722,6:00:00,21.32"
"20160722,7:00:00,21.22"
"20160722,8:00:00,21.27"
"20160722,9:00:00,21.72"
"20160722,10:00:00,22.35"
"20160722,11:00:00,23.45"
"20160722,12:00:00,24.39"
"20160722,13:00:00,24.85"
"20160722,14:00:00,25.02"
"20160722,15:00:00,24.99"
"20160722,16:00:00,24.75"
"20160722,17:00:00,24.22"
"20160722,18:00:00,23.69"
"20160722,19:00:00,23.4"
"20160722,20:00:00,23.21"
"20160722,21:00:00,22.94"
"20160722,22:00:00,22.78"
"20160722,23:00:00,22.54"
"20160723,0:00:00,22.42"
"20160723,1:00:00,22.32"
"20160723,2:00:00,22.23"
"20160723,3:00:00,22.08"
"20160723,4:00:00,21.94"
"20160723,5:00:00,21.89"
"20160723,6:00:00,21.75"
"20160723,7:00:00,21.7"
"20160723,8:00:00,21.87"
"20160723,9:00:00,22.25"
"20160723,10:00:00,22.59"
"20160723,11:00:00,23.11"
"20160723,12:00:00,23.76"
"20160723,13:00:00,24.34"
"20160723,14:00:00,24.63"
"20160723,15:00:00,24.75"
"20160723,16:00:00,24.61"
"20160723,17:00:00,24.29"
"20160723,18:00:00,23.98"
"20160723,19:00:00,23.57"
"20160723,20:00:00,23.14"
"20160723,21:00:00,22.85"
"20160723,22:00:00,22.68"
"20160723,23:00:00,22.54"
"20160724,0:00:00,22.39"
"20160724,1:00:00,22.25"
"20160724,2:00:00,22.06"
"20160724,3:00:00,22.03"
"20160724,4:00:00,22.01"
"20160724,5:00:00,21.94"
"20160724,6:00:00,21.92"
"20160724,7:00:00,21.96"
"20160724,8:00:00,22.15"
"20160724,9:00:00,22.37"
"20160724,10:00:00,22.54"
"20160724,11:00:00,22.73"
"20160724,12:00:00,23.14"
"20160724,13:00:00,23.45"
"20160724,14:00:00,23.79"
"20160724,15:00:00,23.91"
"20160724,16:00:00,24.15"
"20160724,17:00:00,24.1"
"20160724,18:00:00,24"
"20160724,19:00:00,23.79"
"20160724,20:00:00,23.55"
"20160724,21:00:00,23.23"
"20160724,22:00:00,22.97"
"20160724,23:00:00,22.75"
"20160725,0:00:00,22.56"
"20160725,1:00:00,22.47"
"20160725,2:00:00,22.47"
"20160725,3:00:00,22.39"
"20160725,4:00:00,22.3"
"20160725,5:00:00,22.23"
"20160725,6:00:00,22.15"
"20160725,7:00:00,22.15"
"20160725,8:00:00,22.25"
"20160725,9:00:00,22.37"
"20160725,10:00:00,22.56"
"20160725,11:00:00,22.71"
"20160725,12:00:00,23.06"
"20160725,13:00:00,23.42"
"20160725,14:00:00,23.93"
"20160725,15:00:00,24.24"
"20160725,16:00:00,24.51"
"20160725,17:00:00,24.46"
"20160725,18:00:00,24.29"
"20160725,19:00:00,24.07"
"20160725,20:00:00,23.86"
"20160725,21:00:00,23.64"
"20160725,22:00:00,23.45"
"20160725,23:00:00,23.26"
"20160726,0:00:00,23.14"
"20160726,1:00:00,23.02"
"20160726,2:00:00,22.9"
"20160726,3:00:00,22.78"
"20160726,4:00:00,22.66"
"20160726,5:00:00,22.56"
"20160726,6:00:00,22.44"
"20160726,7:00:00,22.32"
"20160726,8:00:00,22.27"
"20160726,9:00:00,22.32"
"20160726,10:00:00,22.44"
"20160726,11:00:00,22.71"
"20160726,12:00:00,22.97"
"20160726,13:00:00,23.33"
"20160726,14:00:00,23.64"
"20160726,15:00:00,23.88"
"20160726,16:00:00,24.03"
"20160726,17:00:00,23.91"
"20160726,18:00:00,23.67"
"20160726,19:00:00,23.4"
"20160726,20:00:00,23.16"
"20160726,21:00:00,22.97"
"20160726,22:00:00,22.87"
"20160726,23:00:00,22.78"
"20160727,0:00:00,22.68"
"20160727,1:00:00,22.61"
"20160727,2:00:00,22.59"
"20160727,3:00:00,22.54"
"20160727,4:00:00,22.47"
"20160727,5:00:00,22.39"
"20160727,6:00:00,22.32"
"20160727,7:00:00,22.27"
"20160727,8:00:00,22.27"
"20160727,9:00:00,22.35"
"20160727,10:00:00,22.49"
"20160727,11:00:00,22.66"
"20160727,12:00:00,22.87"
"20160727,13:00:00,23.26"
"20160727,14:00:00,23.55"
"20160727,15:00:00,23.76"
"20160727,16:00:00,23.95"
"20160727,17:00:00,23.91"
"20160727,18:00:00,23.71"
"20160727,19:00:00,23.47"
"20160727,20:00:00,23.26"
"20160727,21:00:00,23.09"
"20160727,22:00:00,22.97"
"20160727,23:00:00,22.87"
"20160728,0:00:00,22.8"
"20160728,1:00:00,22.73"
"20160728,2:00:00,22.66"
"20160728,3:00:00,22.59"
"20160728,4:00:00,22.54"
"20160728,5:00:00,22.44"
"20160728,6:00:00,22.35"
"20160728,7:00:00,22.3"
"20160728,8:00:00,22.27"
"20160728,9:00:00,22.32"
"20160728,10:00:00,22.39"
"20160728,11:00:00,22.56"
"20160728,12:00:00,22.87"
"20160728,13:00:00,23.23"
"20160728,14:00:00,23.52"
"20160728,15:00:00,23.74"
"20160728,16:00:00,23.95"
"20160728,17:00:00,24"
"20160728,18:00:00,23.91"
"20160728,19:00:00,23.71"
"20160728,20:00:00,23.5"
"20160728,21:00:00,23.28"
"20160728,22:00:00,23.09"
"20160728,23:00:00,22.94"
"20160729,0:00:00,22.85"
"20160729,1:00:00,22.73"
"20160729,2:00:00,22.61"
"20160729,3:00:00,22.51"
"20160729,4:00:00,22.39"
"20160729,5:00:00,22.35"
"20160729,6:00:00,22.3"
"20160729,7:00:00,22.27"
"20160729,8:00:00,22.3"
"20160729,9:00:00,22.35"
"20160729,10:00:00,22.47"
"20160729,11:00:00,22.63"
"20160729,12:00:00,22.94"
"20160729,13:00:00,23.33"
"20160729,14:00:00,23.62"
"20160729,15:00:00,23.81"
"20160729,16:00:00,24"
"20160729,17:00:00,24.07"
"20160729,18:00:00,24.03"
"20160729,19:00:00,23.88"
"20160729,20:00:00,23.67"
"20160729,21:00:00,23.45"
"20160729,22:00:00,23.26"
"20160729,23:00:00,23.09"
"20160730,0:00:00,22.92"
"20160730,1:00:00,22.78"
"20160730,2:00:00,22.63"
"20160730,3:00:00,22.54"
"20160730,4:00:00,22.47"
"20160730,5:00:00,22.47"
"20160730,6:00:00,22.44"
"20160730,7:00:00,22.42"
"20160730,8:00:00,22.44"
"20160730,9:00:00,22.51"
"20160730,10:00:00,22.63"
"20160730,11:00:00,22.8"
"20160730,12:00:00,23.02"
"20160730,13:00:00,23.18"
"20160730,14:00:00,23.28"
"20160730,15:00:00,23.57"
"20160730,16:00:00,23.88"
"20160730,17:00:00,24.05"
"20160730,18:00:00,24.07"
"20160730,19:00:00,23.95"
"20160730,20:00:00,23.83"
"20160730,21:00:00,23.71"
"20160730,22:00:00,23.59"
"20160730,23:00:00,23.42"
"20160731,0:00:00,23.28"
"20160731,1:00:00,23.16"
"20160731,2:00:00,23.04"
"20160731,3:00:00,22.97"
"20160731,4:00:00,22.9"
"20160731,5:00:00,22.85"
"20160731,6:00:00,22.75"
"20160731,7:00:00,22.68"
"20160731,8:00:00,22.66"
"20160731,9:00:00,22.68"
"20160731,10:00:00,22.73"
"20160731,11:00:00,22.82"
"20160731,12:00:00,22.97"
"20160731,13:00:00,23.23"
"20160731,14:00:00,23.45"
"20160731,15:00:00,23.57"
"20160731,16:00:00,23.67"
"20160731,17:00:00,23.76"
"20160731,18:00:00,23.79"
"20160731,19:00:00,23.71"
"20160731,20:00:00,23.57"
"20160731,21:00:00,23.38"
"20160731,22:00:00,23.23"
"20160731,23:00:00,23.06"
"20160801,0:00:00,22.94"
"20160801,1:00:00,22.85"
"20160801,2:00:00,22.78"
"20160801,3:00:00,22.71"
"20160801,4:00:00,22.63"
"20160801,5:00:00,22.61"
"20160801,6:00:00,22.56"
"20160801,7:00:00,22.49"
"20160801,8:00:00,22.47"
"20160801,9:00:00,22.49"
"20160801,10:00:00,22.56"
"20160801,11:00:00,22.66"
"20160801,12:00:00,22.8"
"20160801,13:00:00,23.02"
"20160801,14:00:00,23.28"
"20160801,15:00:00,23.57"
"20160801,16:00:00,23.74"
"20160801,17:00:00,23.79"
"20160801,18:00:00,23.67"
"20160801,19:00:00,23.52"
"20160801,20:00:00,23.38"
"20160801,21:00:00,23.23"
"20160801,22:00:00,23.06"
"20160801,23:00:00,22.92"
"20160802,0:00:00,22.78"
"20160802,1:00:00,22.66"
"20160802,2:00:00,22.56"
"20160802,3:00:00,22.44"
"20160802,4:00:00,22.35"
"20160802,5:00:00,22.2"
"20160802,6:00:00,22.11"
"20160802,7:00:00,22.03"
"20160802,8:00:00,22.01"
"20160802,9:00:00,22.01"
"20160802,10:00:00,22.06"
"20160802,11:00:00,22.15"
"20160802,12:00:00,22.32"
"20160802,13:00:00,22.56"
"20160802,14:00:00,22.82"
"20160802,15:00:00,23.14"
"20160802,16:00:00,23.38"
"20160802,17:00:00,23.69"
"20160802,18:00:00,24.15"
"20160802,19:00:00,24.46"
"20160802,20:00:00,24.56"
"20160802,21:00:00,24.36"
"20160802,22:00:00,24.12"
"20160802,23:00:00,23.86"
"20160803,0:00:00,23.59"
"20160803,1:00:00,23.35"
"20160803,2:00:00,23.16"
"20160803,3:00:00,23.02"
"20160803,4:00:00,22.87"
"20160803,5:00:00,22.75"
"20160803,6:00:00,22.63"
"20160803,7:00:00,22.56"
"20160803,8:00:00,22.47"
"20160803,9:00:00,22.42"
"20160803,10:00:00,22.39"
"20160803,11:00:00,22.42"
"20160803,12:00:00,22.49"
"20160803,13:00:00,22.63"
"20160803,14:00:00,22.82"
"20160803,15:00:00,23.04"
"20160803,16:00:00,23.23"
"20160803,17:00:00,23.38"
"20160803,18:00:00,23.45"
"20160803,19:00:00,23.45"
"20160803,20:00:00,23.38"
"20160803,21:00:00,23.26"
"20160803,22:00:00,23.14"
"20160803,23:00:00,22.99"
"20160804,0:00:00,22.87"
"20160804,1:00:00,22.75"
"20160804,2:00:00,22.66"
"20160804,3:00:00,22.56"
"20160804,4:00:00,22.49"
"20160804,5:00:00,22.39"
"20160804,6:00:00,22.3"
"20160804,7:00:00,22.23"
"20160804,8:00:00,22.18"
"20160804,9:00:00,22.13"
"20160804,10:00:00,22.13"
"20160804,11:00:00,22.13"
"20160804,12:00:00,22.2"
"20160804,13:00:00,22.35"
"20160804,14:00:00,22.56"
"20160804,15:00:00,22.78"
"20160804,16:00:00,22.94"
"20160804,17:00:00,23.09"
"20160804,18:00:00,23.14"
"20160804,19:00:00,23.14"
"20160804,20:00:00,23.04"
"20160804,21:00:00,22.92"
"20160804,22:00:00,22.78"
"20160804,23:00:00,22.63"
"20160805,0:00:00,22.49"
"20160805,1:00:00,22.35"
"20160805,2:00:00,22.23"
"20160805,3:00:00,22.13"
"20160805,4:00:00,22.03"
"20160805,5:00:00,21.99"
"20160805,6:00:00,21.94"
"20160805,7:00:00,21.94"
"20160805,8:00:00,21.94"
"20160805,9:00:00,21.94"
"20160805,10:00:00,21.92"
"20160805,11:00:00,21.89"
"20160805,12:00:00,21.89"
"20160805,13:00:00,21.94"
"20160805,14:00:00,22.06"
"20160805,15:00:00,22.23"
"20160805,16:00:00,22.42"
"20160805,17:00:00,22.59"
"20160805,18:00:00,22.68"
"20160805,19:00:00,22.71"
"20160805,20:00:00,22.68"
"20160805,21:00:00,22.61"
"20160805,22:00:00,22.49"
"20160805,23:00:00,22.37"
"20160806,0:00:00,22.25"
"20160806,1:00:00,22.13"
"20160806,2:00:00,22.01"
"20160806,3:00:00,21.89"
"20160806,4:00:00,21.8"
"20160806,5:00:00,21.75"
"20160806,6:00:00,21.7"
"20160806,7:00:00,21.65"
"20160806,8:00:00,21.63"
"20160806,9:00:00,21.6"
"20160806,10:00:00,21.58"
"20160806,11:00:00,21.58"
"20160806,12:00:00,21.99"
"20160806,13:00:00,22.32"
"20160806,14:00:00,22.78"
"20160806,15:00:00,22.92"
"20160806,16:00:00,22.92"
"20160806,17:00:00,23.16"
"20160806,18:00:00,22.82"
"20160806,19:00:00,22.47"
"20160806,20:00:00,22.06"
"20160806,21:00:00,21.75"
"20160806,22:00:00,21.41"
"20160806,23:00:00,21.22"
"20160807,0:00:00,21.08"
"20160807,1:00:00,21.06"
"20160807,2:00:00,21.03"
"20160807,3:00:00,21.06"
"20160807,4:00:00,21.01"
"20160807,5:00:00,21.1"
"20160807,6:00:00,21.15"
"20160807,7:00:00,21.06"
"20160807,8:00:00,21.03"
"20160807,9:00:00,21.08"
"20160807,10:00:00,21.2"
"20160807,11:00:00,21.49"
"20160807,12:00:00,21.92"
"20160807,13:00:00,22.37"
"20160807,14:00:00,22.9"
"20160807,15:00:00,22.9"
"20160807,16:00:00,22.85"
"20160807,17:00:00,22.85"
"20160807,18:00:00,22.68"
"20160807,19:00:00,22.35"
"20160807,20:00:00,21.94"
"20160807,21:00:00,21.63"
"20160807,22:00:00,21.39"
"20160807,23:00:00,21.22"
"20160808,0:00:00,21.06"
"20160808,1:00:00,20.94"
"20160808,2:00:00,20.87"
"20160808,3:00:00,20.82"
"20160808,4:00:00,20.82"
"20160808,5:00:00,20.75"
"20160808,6:00:00,20.82"
"20160808,7:00:00,20.91"
"20160808,8:00:00,20.98"
"20160808,9:00:00,21.03"
"20160808,10:00:00,21.03"
"20160808,11:00:00,21.13"
"20160808,12:00:00,21.27"
"20160808,13:00:00,21.56"
"20160808,14:00:00,21.99"
"20160808,15:00:00,22.23"
"20160808,16:00:00,22.27"
"20160808,17:00:00,22.27"
"20160808,18:00:00,22.23"
"20160808,19:00:00,22.13"
"20160808,20:00:00,21.96"
"20160808,21:00:00,21.77"
"20160808,22:00:00,21.6"
"20160808,23:00:00,21.49"
"20160809,0:00:00,21.37"
"20160809,1:00:00,21.27"
"20160809,2:00:00,21.18"
"20160809,3:00:00,21.13"
"20160809,4:00:00,21.06"
"20160809,5:00:00,21.03"
"20160809,6:00:00,20.94"
"20160809,7:00:00,20.79"
"20160809,8:00:00,20.72"
"20160809,9:00:00,20.79"
"20160809,10:00:00,20.91"
"20160809,11:00:00,21.13"
"20160809,12:00:00,21.53"
"20160809,13:00:00,21.99"
"20160809,14:00:00,22.3"
"20160809,15:00:00,22.49"
"20160809,16:00:00,22.54"
"20160809,17:00:00,22.44"
"20160809,18:00:00,22.39"
"20160809,19:00:00,22.18"
"20160809,20:00:00,21.89"
"20160809,21:00:00,21.65"
"20160809,22:00:00,21.46"
"20160809,23:00:00,21.32"
"20160810,0:00:00,21.2"
"20160810,1:00:00,21.13"
"20160810,2:00:00,21.08"
"20160810,3:00:00,21.03"
"20160810,4:00:00,20.89"
"20160810,5:00:00,20.79"
"20160810,6:00:00,20.72"
"20160810,7:00:00,20.67"
"20160810,8:00:00,20.67"
"20160810,9:00:00,20.82"
"20160810,10:00:00,21.03"
"20160810,11:00:00,21.29"
"20160810,12:00:00,21.75"
"20160810,13:00:00,22.18"
"20160810,14:00:00,22.61"
"20160810,15:00:00,22.85"
"20160810,16:00:00,22.75"
"20160810,17:00:00,22.63"
"20160810,18:00:00,22.47"
"20160810,19:00:00,22.18"
"20160810,20:00:00,21.84"
"20160810,21:00:00,21.56"
"20160810,22:00:00,21.34"
"20160810,23:00:00,21.18"
"20160811,0:00:00,21.06"
"20160811,1:00:00,20.98"
"20160811,2:00:00,20.94"
"20160811,3:00:00,20.89"
"20160811,4:00:00,20.75"
"20160811,5:00:00,20.56"
"20160811,6:00:00,20.29"
"20160811,7:00:00,20.13"
"20160811,8:00:00,20.15"
"20160811,9:00:00,20.27"
"20160811,10:00:00,20.6"
"20160811,11:00:00,21.06"
"20160811,12:00:00,21.56"
"20160811,13:00:00,21.94"
"20160811,14:00:00,22.3"
"20160811,15:00:00,22.39"
"20160811,16:00:00,22.35"
"20160811,17:00:00,22.3"
"20160811,18:00:00,22.15"
"20160811,19:00:00,21.94"
"20160811,20:00:00,21.65"
"20160811,21:00:00,21.41"
"20160811,22:00:00,21.25"
"20160811,23:00:00,21.13"
"20160812,0:00:00,20.98"
"20160812,1:00:00,20.91"
"20160812,2:00:00,20.84"
"20160812,3:00:00,20.79"
"20160812,4:00:00,20.75"
"20160812,5:00:00,20.7"
"20160812,6:00:00,20.67"
"20160812,7:00:00,20.67"
"20160812,8:00:00,20.7"
"20160812,9:00:00,20.82"
"20160812,10:00:00,20.96"
"20160812,11:00:00,21.15"
"20160812,12:00:00,21.46"
"20160812,13:00:00,21.8"
"20160812,14:00:00,22.18"
"20160812,15:00:00,22.2"
"20160812,16:00:00,22.13"
"20160812,17:00:00,22.06"
"20160812,18:00:00,21.99"
"20160812,19:00:00,21.87"
"20160812,20:00:00,21.65"
"20160812,21:00:00,21.49"
"20160812,22:00:00,21.37"
"20160812,23:00:00,21.27"
"20160813,0:00:00,21.2"
"20160813,1:00:00,21.15"
"20160813,2:00:00,21.1"
"20160813,3:00:00,21.06"
"20160813,4:00:00,21.01"
"20160813,5:00:00,20.96"
"20160813,6:00:00,20.94"
"20160813,7:00:00,20.89"
"20160813,8:00:00,20.89"
"20160813,9:00:00,21.06"
"20160813,10:00:00,21.22"
"20160813,11:00:00,21.46"
"20160813,12:00:00,21.94"
"20160813,13:00:00,22.35"
"20160813,14:00:00,22.63"
"20160813,15:00:00,22.78"
"20160813,16:00:00,22.82"
"20160813,17:00:00,22.71"
"20160813,18:00:00,22.59"
"20160813,19:00:00,22.35"
"20160813,20:00:00,22.08"
"20160813,21:00:00,21.87"
"20160813,22:00:00,21.7"
"20160813,23:00:00,21.56"
"20160814,0:00:00,21.46"
"20160814,1:00:00,21.39"
"20160814,2:00:00,21.32"
"20160814,3:00:00,21.32"
"20160814,4:00:00,21.32"
"20160814,5:00:00,21.37"
"20160814,6:00:00,21.34"
"20160814,7:00:00,21.32"
"20160814,8:00:00,21.32"
"20160814,9:00:00,21.44"
"20160814,10:00:00,21.6"
"20160814,11:00:00,21.87"
"20160814,12:00:00,22.27"
"20160814,13:00:00,22.63"
"20160814,14:00:00,22.99"
"20160814,15:00:00,23.11"
"20160814,16:00:00,23.16"
"20160814,17:00:00,23.11"
"20160814,18:00:00,23.02"
"20160814,19:00:00,22.82"
"20160814,20:00:00,22.56"
"20160814,21:00:00,22.35"
"20160814,22:00:00,22.18"
"20160814,23:00:00,22.06"
"20160815,0:00:00,21.94"
"20160815,1:00:00,21.87"
"20160815,2:00:00,21.8"
"20160815,3:00:00,21.72"
"20160815,4:00:00,21.65"
"20160815,5:00:00,21.56"
"20160815,6:00:00,21.44"
"20160815,7:00:00,21.29"
"20160815,8:00:00,21.25"
"20160815,9:00:00,21.32"
"20160815,10:00:00,21.41"
"20160815,11:00:00,21.65"
"20160815,12:00:00,22.08"
"20160815,13:00:00,22.47"
"20160815,14:00:00,22.75"
"20160815,15:00:00,22.87"
"20160815,16:00:00,22.85"
"20160815,17:00:00,22.75"
"20160815,18:00:00,22.66"
"20160815,19:00:00,22.49"
"20160815,20:00:00,22.3"
"20160815,21:00:00,22.08"
"20160815,22:00:00,21.89"
"20160815,23:00:00,21.77"
"20160816,0:00:00,21.65"
"20160816,1:00:00,21.58"
"20160816,2:00:00,21.49"
"20160816,3:00:00,21.37"
"20160816,4:00:00,21.18"
"20160816,5:00:00,21.1"
"20160816,6:00:00,21.03"
"20160816,7:00:00,20.91"
"20160816,8:00:00,20.87"
"20160816,9:00:00,20.89"
"20160816,10:00:00,20.94"
"20160816,11:00:00,21.03"
"20160816,12:00:00,21.29"
"20160816,13:00:00,21.65"
"20160816,14:00:00,22.03"
